occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Lindernia procumbens","Lindernia procumbens (Krock.) Borbás","8602699","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Linderniaceae","Lindernia","Lindernia procumbens","Lindernia procumbens","(Krock.) Borbás","8602699",
,"Liparis loeselii",,,"NONE","100",,,,,,,,,,,,,
,"Lopinga achine","Lopinga achine (Scopoli, 1763)","4535614","EXACT","97","DOUBTFUL","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Pararge","Lopinga achine","Lopinga achine","(Scopoli, 1763) ","4535614",
,"Lucanus cervus","Lucanus cervus (Linnaeus, 1758)","5743122","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Lucanidae","Lucanus","Lucanus cervus","Lucanus cervus","(Linnaeus, 1758) ","5743122",
,"Lutra lutra","Lutra lutra (Linnaeus, 1758)","2433753","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lutra","Lutra lutra","Lutra lutra","(Linnaeus, 1758) ","2433753",
,"Lycaena dispar","Lycaena dispar (Haworth, 1803)","1929270","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena","Lycaena dispar","Lycaena dispar","(Haworth, 1803) ","1929270",
,"Lycaena helle","Lycaena helle (Denis & Schiffermüller, 1775)","7417698","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Helleia","Helleia helle","Lycaena helle","(Denis & Schiffermüller, 1775) ","7417698","1925962"
,"Lycopodium spp.","Lycopodium L.","2688247","HIGHERRANK","94","ACCEPTED","GENUS","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Lycopodium",,"Lycopodium","L.","2688247",
,"Lynx lynx","Lynx lynx (Linnaeus, 1758)","2435240","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx lynx","Lynx lynx","(Linnaeus, 1758) ","2435240",
,"Maculinea arion","Maculinea arion (Linnaeus, 1758)","1922311","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Maculinea","Maculinea arion","Maculinea arion","(Linnaeus, 1758) ","1922311",
,"Maculinea nausithous","Maculinea nausithous (Bergstrasser, 1779)","1922343","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Maculinea","Maculinea nausithous","Maculinea nausithous","(Bergstrasser, 1779) ","1922343",
,"Maculinea teleius","Maculinea teleius (Bergstrasser, 1779)","1922406","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Maculinea","Maculinea teleius","Maculinea teleius","(Bergstrasser, 1779) ","1922406",
,"Mannia triandra","Mannia triandra (Scop.) Grolle","5286287","EXACT","99","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Aytoniaceae","Mannia","Mannia triandra","Mannia triandra","(Scop.) Grolle","5286287",
,"Margaritifera margaritifera","Margaritifera margaritifera (Linnaeus, 1758)","7911174","EXACT","97","ACCEPTED","SPECIES","Animalia","Mollusca","Bivalvia","Unionida","Margaritiferidae","Margaritifera","Margaritifera margaritifera","Margaritifera margaritifera","(Linnaeus, 1758) ","7911174",
,"Marsilea quadrifolia","Marsilea quadrifolia L.","5274875","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Polypodiopsida","Salviniales","Marsileaceae","Marsilea","Marsilea quadrifolia","Marsilea quadrifolia","L.","5274875",
,"Martes martes","Martes martes (Linnaeus, 1758)","5218878","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Martes","Martes martes","Martes martes","(Linnaeus, 1758) ","5218878",
,"Meesia longiseta","Meesia longiseta Hedw.","5282427","EXACT","99","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Splachnales","Meesiaceae","Meesia","Meesia longiseta","Meesia longiseta","Hedw.","5282427",
,"Microtus oeconomus mehelyi","Microtus oeconomus mehelyi Ehik, 1928","4409202","EXACT","98","ACCEPTED","SUBSPECIES","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Microtus","Microtus oeconomus","Microtus oeconomus mehelyi","Ehik, 1928","4409202",
,"Miniopterus schreibersii","Miniopterus schreibersii (Kuhl, 1817)","9796816","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Miniopteridae","Miniopterus","Miniopterus schreibersii","Miniopterus schreibersii","(Kuhl, 1817) ","9796816",
,"Misgurnus fossilis","Misgurnus fossilis (Linnaeus, 1758)","2367936","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Misgurnus","Misgurnus fossilis","Misgurnus fossilis","(Linnaeus, 1758) ","2367936",
,"Muscardinus avellanarius","Muscardinus avellanarius (Linnaeus, 1758)","2439658","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Rodentia","Gliridae","Muscardinus","Muscardinus avellanarius","Muscardinus avellanarius","(Linnaeus, 1758) ","2439658",
,"Mustela eversmanii","Mustela eversmanii Lesson, 1827","5219057","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela eversmanii","Mustela eversmanii","Lesson, 1827","5219057",
,"Mustela putorius","Mustela putorius Linnaeus, 1758","5218911","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela putorius","Mustela putorius","Linnaeus, 1758","5218911",
,"Myosotis rehsteineri","Myosotis rehsteineri Wartm.","7930390","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis rehsteineri","Myosotis rehsteineri","Wartm.","7930390",
,"Myotis alcathoe","Myotis alcathoe von Helversen & Heller, 2001","4266346","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis alcathoe","Myotis alcathoe","von Helversen & Heller, 2001","4266346",
,"Myotis bechsteinii","Myotis bechsteinii (Kuhl, 1817)","2432427","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis bechsteinii","Myotis bechsteinii","(Kuhl, 1817) ","2432427",
,"Myotis blythii","Myotis blythii (Tomes, 1857)","2432414","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis blythii","Myotis blythii","(Tomes, 1857) ","2432414",
,"Myotis brandtii","Myotis brandtii (Eversmann, 1845)","7261875","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis brandtii","Myotis brandtii","(Eversmann, 1845) ","7261875",
,"Myotis daubentonii","Myotis daubentonii (Kuhl, 1817)","2432439","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis daubentonii","Myotis daubentonii","(Kuhl, 1817) ","2432439",
,"Myotis davidii","Myotis davidii (Peters, 1869)","4266349","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis davidii","Myotis davidii","(Peters, 1869) ","4266349",
,"Myotis emarginatus","Myotis emarginatus (E.Geoffroy, 1806)","2432470","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis emarginatus","Myotis emarginatus","(E.Geoffroy, 1806) ","2432470",
,"Myotis myotis","Myotis myotis (Borkhausen, 1797)","2432416","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis myotis","Myotis myotis","(Borkhausen, 1797) ","2432416",
,"Myotis mystacinus","Myotis mystacinus (Kuhl, 1817)","9754263","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis mystacinus","Myotis mystacinus","(Kuhl, 1817) ","9754263",
,"Myotis nattereri/Myotis crypticus complex","Myotis nattereri (Kuhl, 1817)","2432389","HIGHERRANK","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis nattereri","Myotis nattereri","(Kuhl, 1817) ","2432389",
,"Najas flexilis","Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt","5329315","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Hydrocharitaceae","Najas","Najas flexilis","Najas flexilis","(Willd.) Rostk. & W.L.E.Schmidt","5329315",
,"Natrix tessellata","Natrix tessellata (Laurenti, 1768)","6161327","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Colubridae","Natrix","Natrix tessellata","Natrix tessellata","(Laurenti, 1768) ","6161327",
,"Notothylas orbicularis","Notothylas orbicularis (Schwein.) Sull.","8078388","EXACT","97","ACCEPTED","SPECIES","Plantae","Anthocerotophyta","Anthocerotopsida","Notothyladales","Notothyladaceae","Notothylas","Notothylas orbicularis","Notothylas orbicularis","(Schwein.) Sull.","8078388",
,"Nyctalus leisleri","Nyctalus leisleri (Kuhl, 1817)","5218522","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","Nyctalus leisleri","Nyctalus leisleri","(Kuhl, 1817) ","5218522",
,"Nyctalus noctula","Nyctalus noctula (Schreber, 1774)","5218524","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","Nyctalus noctula","Nyctalus noctula","(Schreber, 1774) ","5218524",
,"Nymphalis vaualbum","Nymphalis vaualbum (Denis & Schiffermüller, 1775)","5714374","EXACT","98","SYNONYM","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia vaualbum","Nymphalis vaualbum","(Denis & Schiffermüller, 1775) ","5714374","5129378"
,"Ophiogomphus cecilia","Ophiogomphus cecilia (Fourcroy, 1785)","1426058","EXACT","98","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Ophiogomphus","Ophiogomphus cecilia","Ophiogomphus cecilia","(Fourcroy, 1785) ","1426058",
,"Orthotrichum rogeri","Orthotrichum rogeri Brid.","2672681","EXACT","99","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Orthotrichales","Orthotrichaceae","Orthotrichum","Orthotrichum rogeri","Orthotrichum rogeri","Brid.","2672681",
,"Osmoderma barnabita","Osmoderma barnabita Motschulsky, 1845","8385026","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Osmoderma","Osmoderma barnabita","Osmoderma barnabita","Motschulsky, 1845","8385026",
,"Osmoderma eremita","Osmoderma eremita (Scopoli, 1763)","1079588","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Osmoderma","Osmoderma eremita","Osmoderma eremita","(Scopoli, 1763) ","1079588",
,"Paracaloptenus caloptenoides","Paracaloptenus caloptenoides (Brunner von Wattenwyl, 1861)","1702607","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Paracaloptenus","Paracaloptenus caloptenoides","Paracaloptenus caloptenoides","(Brunner von Wattenwyl, 1861) ","1702607",
,"Parnassius apollo","Parnassius apollo (Linnaeus, 1758)","1938810","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Parnassius","Parnassius apollo","Parnassius apollo","(Linnaeus, 1758) ","1938810",
,"Parnassius mnemosyne","Parnassius mnemosyne (Linnaeus, 1758)","1938520","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Parnassius","Parnassius mnemosyne","Parnassius mnemosyne","(Linnaeus, 1758) ","1938520",
,"Pelecus cultratus","Pelecus cultratus (Linnaeus, 1758)","2367038","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Pelecus","Pelecus cultratus","Pelecus cultratus","(Linnaeus, 1758) ","2367038",
,"Pelobates fuscus","Pelobates fuscus (Laurenti, 1768)","2430567","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Pelobatidae","Pelobates","Pelobates fuscus","Pelobates fuscus","(Laurenti, 1768) ","2430567",
,"Pelophylax esculentus","Pelophylax esculentus (Linnaeus, 1758)","5784980","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","Pelophylax lessonae","Pelophylax esculentus","(Linnaeus, 1758) ","5784980","2426654"
,"Pelophylax lessonae","Pelophylax lessonae (Camerano, 1882)","2426654","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","Pelophylax lessonae","Pelophylax lessonae","(Camerano, 1882) ","2426654",
,"Pelophylax ridibundus","Pelophylax ridibundus (Pallas, 1771)","2426661","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Ranidae","Pelophylax","Pelophylax ridibundus","Pelophylax ridibundus","(Pallas, 1771) ","2426661",
,"Phryganophilus ruficollis","Phryganophilus ruficollis (Fabricius, 1798)","4453682","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Melandryidae","Phryganophilus","Phryganophilus ruficollis","Phryganophilus ruficollis","(Fabricius, 1798) ","4453682",
,"Physoplexis comosa","Physoplexis comosa (L.) Schur","3161912","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Physoplexis","Physoplexis comosa","Physoplexis comosa","(L.) Schur","3161912",
,"Pipistrellus kuhlii","Pipistrellus kuhlii (Kuhl, 1817)","5218464","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus kuhlii","Pipistrellus kuhlii","(Kuhl, 1817) ","5218464",
,"Pipistrellus nathusii","Pipistrellus nathusii (Keyserling & Blasius, 1839)","5218471","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus nathusii","Pipistrellus nathusii","(Keyserling & Blasius, 1839) ","5218471",
,"Pipistrellus pipistrellus","Pipistrellus pipistrellus (Schreber, 1774)","5218465","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus","Pipistrellus pipistrellus","(Schreber, 1774) ","5218465",
,"Pipistrellus pygmaeus","Pipistrellus pygmaeus (Leach, 1825)","5707150","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus pygmaeus","Pipistrellus pygmaeus","(Leach, 1825) ","5707150",
,"Plecotus auritus","Plecotus auritus (Linnaeus, 1758)","5218507","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Plecotus","Plecotus auritus","Plecotus auritus","(Linnaeus, 1758) ","5218507",
,"Plecotus austriacus","Plecotus austriacus (J.Fischer, 1829)","5739437","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Plecotus","Plecotus austriacus","Plecotus austriacus","(J.Fischer, 1829) ","5739437",
,"Plecotus macrobullaris","Plecotus macrobullaris Kuzyakin, 1965","5787719","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Plecotus","Plecotus macrobullaris","Plecotus macrobullaris","Kuzyakin, 1965","5787719",
,"Podarcis muralis","Podarcis muralis (Laurenti, 1768)","2469188","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Podarcis","Podarcis muralis","Podarcis muralis","(Laurenti, 1768) ","2469188",
,"Proserpinus proserpina","Proserpinus proserpina Pallas, 1772","1864161","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Proserpinus","Proserpinus proserpina","Proserpinus proserpina","Pallas, 1772","1864161",
,"Pulsatilla grandis","Pulsatilla grandis Wender.","7277986","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Pulsatilla","Pulsatilla grandis","Pulsatilla grandis","Wender.","7277986",
,"Rana arvalis","Rana arvalis Nilsson, 1842","2426789","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana arvalis","Rana arvalis","Nilsson, 1842","2426789",
,"Rana dalmatina","Rana dalmatina Fitzinger, 1838","2426760","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana dalmatina","Rana dalmatina","Fitzinger, 1838","2426760",
,"Rana temporaria","Rana temporaria Linnaeus, 1758","2426805","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Amphibia","Anura","Ranidae","Rana","Rana temporaria","Rana temporaria","Linnaeus, 1758","2426805",
,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum (Schreber, 1774)","2432655","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","(Schreber, 1774) ","2432655",
,"Rhinolophus hipposideros","Rhinolophus hipposideros (Bechstein, 1800)","2432614","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros","Rhinolophus hipposideros","(Bechstein, 1800) ","2432614",
,"Rhodeus amarus","Rhodeus amarus (Bloch, 1782)","2360842","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Rhodeus","Rhodeus amarus","Rhodeus amarus","(Bloch, 1782) ","2360842",
,"Rhododendron luteum","Rhododendron luteum Sweet","7135755","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Rhododendron luteum","Rhododendron luteum","Sweet","7135755",
,"Rhysodes sulcatus","Rhysodes sulcatus (Fabricius, 1787)","5007652","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Rhysodes","Rhysodes sulcatus","Rhysodes sulcatus","(Fabricius, 1787) ","5007652",
,"Riccia breidleri","Riccia breidleri Jur. ex Steph.","7465957","EXACT","98","ACCEPTED","SPECIES","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","Riccia","Riccia breidleri","Riccia breidleri","Jur. ex Steph.","7465957",
,"Romanogobio kesslerii","Romanogobio kesslerii (Dybowski, 1862)","2360785","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Romanogobio","Romanogobio kesslerii","Romanogobio kesslerii","(Dybowski, 1862) ","2360785",
,"Romanogobio skywalkeri","Romanogobio skywalkeri Friedrich, Wiesner, Zangl, Daill, Freyhof & Koblmüller, 2018","9741819","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Romanogobio","Romanogobio skywalkeri","Romanogobio skywalkeri","Friedrich, Wiesner, Zangl, Daill, Freyhof & Koblmüller, 2018","9741819",
,"Romanogobio uranoscopus","Romanogobio uranoscopus (Agassiz, 1828)","2360759","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Romanogobio","Romanogobio uranoscopus","Romanogobio uranoscopus","(Agassiz, 1828) ","2360759",
,"Romanogobio vladykovi","Romanogobio vladykovi (Fang, 1943)","2360771","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Romanogobio","Romanogobio vladykovi","Romanogobio vladykovi","(Fang, 1943) ","2360771",
,"Rosalia alpina","Rosalia alpina (Linnaeus, 1758)","7569075","EXACT","97","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Rosalia","Rosalia alpina","Rosalia alpina","(Linnaeus, 1758) ","7569075",
,"Rupicapra rupicapra","Rupicapra rupicapra (Linnaeus, 1758)","5220170","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Rupicapra","Rupicapra rupicapra","Rupicapra rupicapra","(Linnaeus, 1758) ","5220170",
